date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:46:33	40174/40174	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-9cee%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/chartist.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:33	16937/16937	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-4229%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/plugins/bootstrap-notify.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:34	11685/11685	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-2da5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min.js?v=2.0.2	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/js/material-dashboard.min40a0.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:34	33560/33560	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-8318%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/demo/demo.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:34	25403/25403	---M-Z	200	added ('OK')	application/javascript	etag:W/%225b34ddf4-633b%22	https://demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/demo/jquery.sharrre.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:35	44919/44919	---M-Z	200	added ('OK')	application/x-javascript	date:Sat,%2008%20Sep%202018%2005:46:35%20GMT	http://connect.facebook.net/en_US/fbevents.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/connect.facebook.net/en_US/fbevents.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/dashboard.html)
05:46:38	31396/31396	---MCZ	200	added ('OK')	text/css	etag:W/%225afd4863-7aa4%22	https://cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/cdnjs.cloudflare.com/ajax/libs/bootstrap-rtl/3.4.0/css/bootstrap-rtl.css	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
05:46:38	725542/725542	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-b1226%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/bg-pricing.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/pricing.html)
05:46:39	74370/74370	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-12282%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/card-profile1-square.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/rtl.html)
05:46:41	547677/547677	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-85b5d%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/login.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/login.html)
05:46:42	54633/54633	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-d569%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/faces/marc.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/user.html)
05:46:43	1239/1239	---MCZ	200	added ('OK')	application/javascript	etag:W/%225b8e6cb4-4d7%22	https://demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/cdn-cgi/scripts/5c5dd728/cloudflare-static/email-decode.min.js	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/regular.html)
05:46:43	545914/545914	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-8547a%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/register.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/register.html)
05:46:44	44534/44534	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-adf6%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/image_placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
05:46:44	1006309/1006309	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-f5ae5%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/lock.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/pages/lock.html)
05:46:44	18015/18015	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-465f%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/placeholder.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/extended.html)
05:46:44	9340/9340	---MCZ	404	error ('Not%20Found')	text/html	date:Sat,%2008%20Sep%202018%2005:46:45%20GMT	https://demos.creative-tim.com/material-dashboard-pro/examples/forms/true	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/examples/forms/true	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/validation.html)
05:46:45	2864/2864	---M--	200	added ('OK')	image/png	etag:%225b34ddf4-b30%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/default-avatar.png	(from https://demos.creative-tim.com/material-dashboard-pro/examples/forms/wizard.html)
05:46:45	12146/12146	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-2f72%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/product1.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
05:46:46	9677/9677	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-25cd%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/product2.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
05:46:46	21624/21624	---M--	200	added ('OK')	image/jpeg	etag:%225b34ddf4-5478%22	https://demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	C:/Users/Brayan/Documents/My%20Web%20Sites/WebSite1/ViewGroup/demos.creative-tim.com/material-dashboard-pro/assets/img/product3.jpg	(from https://demos.creative-tim.com/material-dashboard-pro/examples/tables/extended.html)
